trip_id,starttime,stoptime,bikeid,tripduration,from_station_name,to_station_name,from_station_id,to_station_id,usertype,gender,birthyear,year,month,season,start_dayofweek,stop_dayofweek,start_weekday,start_workweekday,stop_weekday,stop_workweekday,start_hour,stop_hour,start_wokdayhour,stop_wokdayhour,age
131169,2015-08-18 20:22:00,2015-08-18 20:26:00,SEA00027,215.185,2nd Ave & Blanchard St,Westlake Ave & 6th Ave,BT-05,SLU-15,Member,Male,1969.0,2015,8,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,20,20,Evening,Evening,46.0
245753,2016-08-10 12:21:00,2016-08-10 12:23:00,SEA00477,143.874,NE 47th St & 12th Ave NE,NE 47th St & 12th Ave NE,UD-07,UD-07,Short-Term Pass Holder,,,2016,8,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,12,12,Work,Work,
50810,2015-03-26 17:41:00,2015-03-26 17:49:00,SEA00362,494.341,Frye Art Museum / Terry Ave & Columbia St,Harvard Ave & E Pine St,FH-01,CH-09,Member,Other,1987.0,2015,3,Spring,3,3,Thursday,Weekday,Thursday,Weekday,17,17,Work,Work,28.0
5951,2014-10-25 14:11:00,2014-10-25 14:32:00,SEA00341,1263.935,6th Ave S & S King St,Seattle University / E Columbia St & 12th Ave,ID-04,FH-04,Member,Other,1978.0,2014,10,Fall,5,5,Saturday,Weekend,Saturday,Weekend,14,14,Work,Work,36.0
35738,2015-02-11 07:20:00,2015-02-11 07:28:00,SEA00417,443.945,Frye Art Museum / Terry Ave & Columbia St,Westlake Ave & 6th Ave,FH-01,SLU-15,Member,Female,1981.0,2015,2,Winter,2,2,Wednesday,Weekday,Wednesday,Weekday,7,7,Morning,Morning,34.0
200003,2016-04-17 13:54:00,2016-04-17 14:23:00,SEA00226,1732.921,Key Arena / 1st Ave N & Harrison St,Key Arena / 1st Ave N & Harrison St,SLU-19,SLU-19,Short-Term Pass Holder,,,2016,4,Spring,6,6,Sunday,Weekend,Sunday,Weekend,13,14,Work,Work,
205926,2016-05-04 20:03:00,2016-05-04 20:08:00,SEA00404,250.909,Cal Anderson Park / 11th Ave & Pine St,Seattle University / E Columbia St & 12th Ave,CH-08,FH-04,Member,Male,1978.0,2016,5,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,20,20,Evening,Evening,38.0
119858,2015-07-31 17:12:00,2015-07-31 17:28:00,SEA00261,965.73,E Pine St & 16th Ave,2nd Ave & Spring St,CH-07,CBD-06,Member,Female,1988.0,2015,7,Summer,4,4,Friday,Weekday,Friday,Weekday,17,17,Work,Work,27.0
16636,2014-11-23 19:52:00,2014-11-23 20:08:00,SEA00054,963.764,2nd Ave & Vine St,Bellevue Ave & E Pine St,BT-03,CH-12,Member,Male,1989.0,2014,11,Fall,6,6,Sunday,Weekend,Sunday,Weekend,19,20,Evening,Evening,25.0
2690,2014-10-18 09:19:00,2014-10-18 09:30:00,SEA00262,622.11,Eastlake Ave E & E Allison St,15th Ave NE & NE 40th St,EL-05,UW-04,Member,Male,1948.0,2014,10,Fall,5,5,Saturday,Weekend,Saturday,Weekend,9,9,Work,Work,66.0
74095,2015-05-15 21:57:00,2015-05-15 22:10:00,SEA00498,761.876,Key Arena / 1st Ave N & Harrison St,Westlake Ave & 6th Ave,SLU-19,SLU-15,Member,Male,1981.0,2015,5,Spring,4,4,Friday,Weekday,Friday,Weekday,21,22,Night,Night,34.0
91051,2015-06-15 10:43:00,2015-06-15 12:07:00,SEA00043,5045.327,2nd Ave & Vine St,2nd Ave & Vine St,BT-03,BT-03,Short-Term Pass Holder,,,2015,6,Summer,0,0,Monday,Weekday,Monday,Weekday,10,12,Work,Work,
160675,2015-10-23 07:49:00,2015-10-23 07:55:00,SEA00259,342.679,E Pine St & 16th Ave,Pine St & 9th Ave,CH-07,SLU-16,Member,Male,1987.0,2015,10,Fall,4,4,Friday,Weekday,Friday,Weekday,7,7,Morning,Morning,28.0
116436,2015-07-26 10:30:00,2015-07-26 13:32:00,SEA00281,10919.944,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,,,2015,7,Summer,6,6,Sunday,Weekend,Sunday,Weekend,10,13,Work,Work,
57371,2015-04-13 09:25:00,2015-04-13 09:35:00,SEA00107,541.545,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,,,2015,4,Spring,0,0,Monday,Weekday,Monday,Weekday,9,9,Work,Work,
73273,2015-05-14 15:41:00,2015-05-14 16:09:00,SEA00187,1676.046,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW Magnuson Health Sciences Center Rotunda / Columbia Rd & San Juan Rd,UW-10,UW-10,Member,Female,1947.0,2015,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,15,16,Work,Work,68.0
84535,2015-06-04 12:10:00,2015-06-04 12:25:00,SEA00448,913.122,2nd Ave & Vine St,Republican St & Westlake Ave N,BT-03,SLU-04,Member,Male,1981.0,2015,6,Summer,3,3,Thursday,Weekday,Thursday,Weekday,12,12,Work,Work,34.0
25318,2015-01-02 10:09:00,2015-01-02 10:19:00,SEA00374,613.338,Summit Ave & E Denny Way,9th Ave N & Mercer St,CH-01,DPD-01,Member,Male,1988.0,2015,1,Winter,4,4,Friday,Weekday,Friday,Weekday,10,10,Work,Work,27.0
104296,2015-07-07 15:55:00,2015-07-07 16:04:00,SEA00073,577.337,Bellevue Ave & E Pine St,2nd Ave & Blanchard St,CH-12,BT-05,Member,Male,1985.0,2015,7,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,15,16,Work,Work,30.0
103051,2015-07-05 16:19:00,2015-07-05 16:24:00,SEA00182,312.858,Westlake Ave & 6th Ave,2nd Ave & Pine St,SLU-15,CBD-13,Short-Term Pass Holder,,,2015,7,Summer,6,6,Sunday,Weekend,Sunday,Weekend,16,16,Work,Work,
28131,2015-01-14 08:20:00,2015-01-14 08:29:00,SEA00477,566.966,Dexter Ave N & Aloha St,E Blaine St & Fairview Ave E,SLU-02,EL-03,Member,Female,1973.0,2015,1,Winter,2,2,Wednesday,Weekday,Wednesday,Weekday,8,8,Morning,Morning,42.0
30036,2015-01-21 12:29:00,2015-01-21 12:36:00,SEA00135,396.471,Lake Union Park / Valley St & Boren Ave N,PATH / 9th Ave & Westlake Ave,SLU-17,SLU-07,Member,Male,1966.0,2015,1,Winter,2,2,Wednesday,Weekday,Wednesday,Weekday,12,12,Work,Work,49.0
42423,2015-03-02 12:11:00,2015-03-02 12:31:00,SEA00284,1147.663,7th Ave & Union St,3rd Ave & Broad St,CBD-03,BT-01,Short-Term Pass Holder,,,2015,3,Spring,0,0,Monday,Weekday,Monday,Weekday,12,12,Work,Work,
218267,2016-06-07 18:11:00,2016-06-07 18:14:00,SEA00277,180.655,12th Ave & E Mercer St,12th Ave & E Denny Way,CH-15,CH-06,Short-Term Pass Holder,,,2016,6,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,18,18,Evening,Evening,
73321,2015-05-14 16:44:00,2015-05-14 16:55:00,SEA00389,613.123,2nd Ave & Blanchard St,2nd Ave & Spring St,BT-05,CBD-06,Member,Female,1967.0,2015,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,16,16,Work,Work,48.0
163754,2015-11-03 08:57:00,2015-11-03 09:03:00,SEA00012,355.567,Bellevue Ave & E Pine St,PATH / 9th Ave & Westlake Ave,CH-12,SLU-07,Member,Male,1988.0,2015,11,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,8,9,Morning,Work,27.0
173773,2015-12-18 17:04:00,2015-12-18 17:14:00,SEA00115,582.947,9th Ave N & Mercer St,E Blaine St & Fairview Ave E,DPD-01,EL-03,Member,Male,1978.0,2015,12,Winter,4,4,Friday,Weekday,Friday,Weekday,17,17,Work,Work,37.0
5375,2014-10-24 09:14:00,2014-10-24 09:26:00,SEA00376,671.597,Occidental Park / Occidental Ave S & S Washington St,PATH / 9th Ave & Westlake Ave,PS-04,SLU-07,Member,Male,1981.0,2014,10,Fall,4,4,Friday,Weekday,Friday,Weekday,9,9,Work,Work,33.0
202275,2016-04-25 14:47:00,2016-04-25 16:31:00,SEA00217,6228.077,2nd Ave & Blanchard St,2nd Ave & Blanchard St,BT-05,BT-05,Short-Term Pass Holder,,,2016,4,Spring,0,0,Monday,Weekday,Monday,Weekday,14,16,Work,Work,
20602,2014-12-11 09:16:00,2014-12-11 09:25:00,SEA00093,582.483,E Pine St & 16th Ave,2nd Ave & Pine St,CH-07,CBD-13,Member,Male,1993.0,2014,12,Winter,3,3,Thursday,Weekday,Thursday,Weekday,9,9,Work,Work,21.0
38297,2015-02-17 15:52:00,2015-02-17 15:56:00,SEA00489,247.813,2nd Ave & Pine St,1st Ave & Marion St,CBD-13,CBD-05,Member,Female,1975.0,2015,2,Winter,1,1,Tuesday,Weekday,Tuesday,Weekday,15,15,Work,Work,40.0
208679,2016-05-12 08:47:00,2016-05-12 08:55:00,SEA00014,476.1,Seattle University / E Columbia St & 12th Ave,6th Ave S & S King St,FH-04,ID-04,Member,Male,1968.0,2016,5,Spring,3,3,Thursday,Weekday,Thursday,Weekday,8,8,Morning,Morning,48.0
140276,2015-09-06 10:21:00,2015-09-06 10:44:00,SEA00271,1369.444,Lake Union Park / Valley St & Boren Ave N,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,SLU-17,WF-04,Short-Term Pass Holder,,,2015,9,Fall,6,6,Sunday,Weekend,Sunday,Weekend,10,10,Work,Work,
14591,2014-11-17 14:39:00,2014-11-17 14:55:00,SEA00230,995.5,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Short-Term Pass Holder,,,2014,11,Fall,0,0,Monday,Weekday,Monday,Weekday,14,14,Work,Work,
2347,2014-10-17 08:17:00,2014-10-17 08:27:00,SEA00150,578.105,E Harrison St & Broadway Ave E,2nd Ave & Blanchard St,CH-02,BT-05,Member,Male,1982.0,2014,10,Fall,4,4,Friday,Weekday,Friday,Weekday,8,8,Morning,Morning,32.0
160888,2015-10-23 16:41:00,2015-10-23 16:48:00,SEA00175,410.311,Children's Hospital / Sandpoint Way NE & 40th Ave NE,Burke-Gilman Trail / NE Blakeley St & 24th Ave NE,DPD-03,UD-01,Member,Female,1987.0,2015,10,Fall,4,4,Friday,Weekday,Friday,Weekday,16,16,Work,Work,28.0
220925,2016-06-14 17:59:00,2016-06-14 18:01:00,SEA00208,96.779,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,Lake Union Park / Valley St & Boren Ave N,EL-01,SLU-17,Member,Male,1983.0,2016,6,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,17,18,Work,Evening,33.0
52651,2015-03-31 14:47:00,2015-03-31 14:56:00,SEA00046,547.733,Westlake Ave & 6th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-15,PS-05,Member,Male,1979.0,2015,3,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,14,14,Work,Work,36.0
19921,2014-12-08 09:59:00,2014-12-08 10:07:00,SEA00442,514.343,E Pine St & 16th Ave,PATH / 9th Ave & Westlake Ave,CH-07,SLU-07,Member,Male,1974.0,2014,12,Winter,0,0,Monday,Weekday,Monday,Weekday,9,10,Work,Work,40.0
185091,2016-02-21 09:50:00,2016-02-21 10:02:00,SEA00035,677.498,Summit Ave & E Denny Way,Occidental Park / Occidental Ave S & S Washington St,CH-01,PS-04,Member,Other,1987.0,2016,2,Winter,6,6,Sunday,Weekend,Sunday,Weekend,9,10,Work,Work,29.0
157429,2015-10-14 12:57:00,2015-10-14 13:10:00,SEA00290,790.125,REI / Yale Ave N & John St,2nd Ave & Pine St,SLU-01,CBD-13,Member,Male,1987.0,2015,10,Fall,2,2,Wednesday,Weekday,Wednesday,Weekday,12,13,Work,Work,28.0
239074,2016-07-26 14:03:00,2016-07-26 14:23:00,SEA00115,1221.702,3rd Ave & Broad St,Dexter Ave N & Aloha St,BT-01,SLU-02,Short-Term Pass Holder,,,2016,7,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,14,14,Work,Work,
154712,2015-10-06 16:58:00,2015-10-06 17:04:00,SEA00404,355.601,2nd Ave & Vine St,1st Ave & Marion St,BT-03,CBD-05,Member,Female,1960.0,2015,10,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,16,17,Work,Work,55.0
121618,2015-08-03 14:12:00,2015-08-03 14:27:00,SEA00263,905.409,Republican St & Westlake Ave N,Dexter Ave & Denny Way,SLU-04,SLU-18,Short-Term Pass Holder,,,2015,8,Summer,0,0,Monday,Weekday,Monday,Weekday,14,14,Work,Work,
10157,2014-11-05 19:54:00,2014-11-05 19:56:00,SEA00189,141.947,Bellevue Ave & E Pine St,7th Ave & Union St,CH-12,CBD-03,Member,Male,1986.0,2014,11,Fall,2,2,Wednesday,Weekday,Wednesday,Weekday,19,19,Evening,Evening,28.0
100542,2015-07-02 06:50:00,2015-07-02 07:06:00,SEA00064,948.902,Key Arena / 1st Ave N & Harrison St,2nd Ave & Spring St,SLU-19,CBD-06,Member,Female,1981.0,2015,7,Summer,3,3,Thursday,Weekday,Thursday,Weekday,6,7,Morning,Morning,34.0
46215,2015-03-12 12:47:00,2015-03-12 13:38:00,SEA00479,3102.031,Pine St & 9th Ave,3rd Ave & Broad St,SLU-16,BT-01,Short-Term Pass Holder,,,2015,3,Spring,3,3,Thursday,Weekday,Thursday,Weekday,12,13,Work,Work,
210366,2016-05-17 13:06:00,2016-05-17 13:27:00,SEA00037,1253.274,Harvard Ave & E Pine St,3rd Ave & Broad St,CH-09,BT-01,Short-Term Pass Holder,,,2016,5,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,13,13,Work,Work,
31389,2015-01-26 07:41:00,2015-01-26 07:57:00,SEA00245,925.254,6th Ave & Blanchard St,E Blaine St & Fairview Ave E,BT-04,EL-03,Member,Female,1964.0,2015,1,Winter,0,0,Monday,Weekday,Monday,Weekday,7,7,Morning,Morning,51.0
43187,2015-03-04 16:43:00,2015-03-04 16:56:00,SEA00086,779.665,Harvard Ave & E Pine St,Cal Anderson Park / 11th Ave & Pine St,CH-09,CH-08,Member,Female,1962.0,2015,3,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,16,16,Work,Work,53.0
86225,2015-06-07 12:11:00,2015-06-07 12:29:00,SEA00057,1052.163,12th Ave & E Mercer St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,CH-15,PS-05,Short-Term Pass Holder,,,2015,6,Summer,6,6,Sunday,Weekend,Sunday,Weekend,12,12,Work,Work,
114898,2015-07-23 15:35:00,2015-07-23 15:50:00,SEA00196,887.334,Pier 69 / Alaskan Way & Clay St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,WF-01,WF-04,Short-Term Pass Holder,,,2015,7,Summer,3,3,Thursday,Weekday,Thursday,Weekday,15,15,Work,Work,
75144,2015-05-18 08:39:00,2015-05-18 08:46:00,SEA00061,403.412,Pine St & 9th Ave,Republican St & Westlake Ave N,SLU-16,SLU-04,Member,Male,1978.0,2015,5,Spring,0,0,Monday,Weekday,Monday,Weekday,8,8,Morning,Morning,37.0
24822,2014-12-30 13:00:00,2014-12-30 13:04:00,SEA00454,242.144,Westlake Ave & 6th Ave,PATH / 9th Ave & Westlake Ave,SLU-15,SLU-07,Member,Male,1965.0,2014,12,Winter,1,1,Tuesday,Weekday,Tuesday,Weekday,13,13,Work,Work,49.0
221072,2016-06-15 09:05:00,2016-06-15 09:25:00,SEA00298,1225.38,E Pine St & 16th Ave,Key Arena / 1st Ave N & Harrison St,CH-07,SLU-19,Member,Male,1972.0,2016,6,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,9,9,Work,Work,44.0
175918,2016-01-04 16:53:00,2016-01-04 17:02:00,SEA00473,521.678,Westlake Ave & 6th Ave,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,SLU-15,PS-05,Member,Male,1977.0,2016,1,Winter,0,0,Monday,Weekday,Monday,Weekday,16,17,Work,Work,39.0
93049,2015-06-18 14:54:00,2015-06-18 15:22:00,SEA00479,1703.945,3rd Ave & Broad St,2nd Ave & Pine St,BT-01,CBD-13,Short-Term Pass Holder,,,2015,6,Summer,3,3,Thursday,Weekday,Thursday,Weekday,14,15,Work,Work,
159411,2015-10-19 21:19:00,2015-10-19 21:24:00,SEA00398,293.731,Seattle University / E Columbia St & 12th Ave,Harvard Ave & E Pine St,FH-04,CH-09,Member,Male,1983.0,2015,10,Fall,0,0,Monday,Weekday,Monday,Weekday,21,21,Night,Night,32.0
71842,2015-05-11 07:49:00,2015-05-11 08:00:00,SEA00460,646.892,1st Ave & Marion St,Pier 69 / Alaskan Way & Clay St,CBD-05,WF-01,Member,Female,1965.0,2015,5,Spring,0,0,Monday,Weekday,Monday,Weekday,7,8,Morning,Morning,50.0
222626,2016-06-18 21:28:00,2016-06-18 21:34:00,SEA00045,328.09,Bellevue Ave & E Pine St,2nd Ave & Spring St,CH-12,CBD-06,Member,Male,1987.0,2016,6,Summer,5,5,Saturday,Weekend,Saturday,Weekend,21,21,Night,Night,29.0
204611,2016-05-01 18:49:00,2016-05-01 19:32:00,SEA00451,2532.575,Occidental Park / Occidental Ave S & S Washington St,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,PS-04,WF-04,Member,Female,1984.0,2016,5,Spring,6,6,Sunday,Weekend,Sunday,Weekend,18,19,Evening,Evening,32.0
160342,2015-10-22 09:13:00,2015-10-22 09:25:00,SEA00278,733.457,Summit Ave E & E Republican St,2nd Ave & Spring St,CH-03,CBD-06,Member,Female,1978.0,2015,10,Fall,3,3,Thursday,Weekday,Thursday,Weekday,9,9,Work,Work,37.0
184069,2016-02-16 15:21:00,2016-02-16 15:27:00,SEA00080,374.725,12th Ave & E Denny Way,9th Ave N & Mercer St,CH-06,DPD-01,Member,Male,1986.0,2016,2,Winter,1,1,Tuesday,Weekday,Tuesday,Weekday,15,15,Work,Work,30.0
65938,2015-04-29 17:49:00,2015-04-29 17:59:00,SEA00196,570.278,2nd Ave & Spring St,3rd Ave & Broad St,CBD-06,BT-01,Member,Male,1984.0,2015,4,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,17,17,Work,Work,31.0
217616,2016-06-06 11:10:00,2016-06-06 11:22:00,SEA00085,712.807,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,Pier 69 / Alaskan Way & Clay St,PS-05,WF-01,Member,Female,1970.0,2016,6,Summer,0,0,Monday,Weekday,Monday,Weekday,11,11,Work,Work,46.0
235726,2016-07-18 19:32:00,2016-07-18 19:42:00,SEA00125,638.944,Lake Union Park / Valley St & Boren Ave N,Lake Union Park / Valley St & Boren Ave N,SLU-17,SLU-17,Member,Female,1980.0,2016,7,Summer,0,0,Monday,Weekday,Monday,Weekday,19,19,Evening,Evening,36.0
128597,2015-08-14 11:16:00,2015-08-14 12:00:00,SEA00099,2635.956,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,2nd Ave & Pine St,WF-04,CBD-13,Short-Term Pass Holder,,,2015,8,Summer,4,4,Friday,Weekday,Friday,Weekday,11,12,Work,Work,
144747,2015-09-15 09:51:00,2015-09-15 09:57:00,SEA00086,380.929,Summit Ave E & E Republican St,Lake Union Park / Valley St & Boren Ave N,CH-03,SLU-17,Member,Male,1991.0,2015,9,Fall,1,1,Tuesday,Weekday,Tuesday,Weekday,9,9,Work,Work,24.0
16071,2014-11-21 22:51:00,2014-11-21 23:09:00,SEA00319,1120.839,E Harrison St & Broadway Ave E,Bellevue Ave & E Pine St,CH-02,CH-12,Member,Male,1983.0,2014,11,Fall,4,4,Friday,Weekday,Friday,Weekday,22,23,Night,Night,31.0
70851,2015-05-09 14:15:00,2015-05-09 14:29:00,SEA00375,809.881,Pine St & 9th Ave,9th Ave N & Mercer St,SLU-16,DPD-01,Short-Term Pass Holder,,,2015,5,Spring,5,5,Saturday,Weekend,Saturday,Weekend,14,14,Work,Work,
213404,2016-05-25 17:18:00,2016-05-25 17:38:00,SEA00140,1200.949,E Blaine St & Fairview Ave E,Key Arena / 1st Ave N & Harrison St,EL-03,SLU-19,Member,Male,1980.0,2016,5,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,17,17,Work,Work,36.0
43705,2015-03-06 09:08:00,2015-03-06 09:12:00,SEA00276,286.463,Summit Ave & E Denny Way,2nd Ave & Pine St,CH-01,CBD-13,Member,Male,1969.0,2015,3,Spring,4,4,Friday,Weekday,Friday,Weekday,9,9,Work,Work,46.0
210712,2016-05-18 09:52:00,2016-05-18 09:57:00,SEA00362,304.213,6th Ave S & S King St,Occidental Park / Occidental Ave S & S Washington St,ID-04,PS-04,Short-Term Pass Holder,,,2016,5,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,9,9,Work,Work,
229445,2016-07-04 16:00:00,2016-07-04 17:12:00,SEA00324,4341.171,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,,,2016,7,Summer,0,0,Monday,Weekday,Monday,Weekday,16,17,Work,Work,
103067,2015-07-05 16:42:00,2015-07-05 16:49:00,SEA00232,443.595,Pine St & 9th Ave,Summit Ave & E Denny Way,SLU-16,CH-01,Member,Male,1978.0,2015,7,Summer,6,6,Sunday,Weekend,Sunday,Weekend,16,16,Work,Work,37.0
131331,2015-08-19 08:54:00,2015-08-19 09:06:00,SEA00315,733.595,Key Arena / 1st Ave N & Harrison St,Westlake Ave & 6th Ave,SLU-19,SLU-15,Short-Term Pass Holder,,,2015,8,Summer,2,2,Wednesday,Weekday,Wednesday,Weekday,8,9,Morning,Work,
566,2014-10-13 12:39:00,2014-10-13 12:49:00,SEA00100,627.052,UW Intramural Activities Building,Burke Museum / E Stevens Way NE & Memorial Way NE,UW-07,UW-02,Member,Female,1991.0,2014,10,Fall,0,0,Monday,Weekday,Monday,Weekday,12,12,Work,Work,23.0
40831,2015-02-25 08:53:00,2015-02-25 09:05:00,SEA00469,739.418,Summit Ave E & E Republican St,Republican St & Westlake Ave N,CH-03,SLU-04,Member,Female,1990.0,2015,2,Winter,2,2,Wednesday,Weekday,Wednesday,Weekday,8,9,Morning,Work,25.0
169892,2015-11-29 13:27:00,2015-11-29 17:50:00,SEA00298,15786.419,E Harrison St & Broadway Ave E,E Harrison St & Broadway Ave E,CH-02,CH-02,Short-Term Pass Holder,,,2015,11,Fall,6,6,Sunday,Weekend,Sunday,Weekend,13,17,Work,Work,
100915,2015-07-02 16:39:00,2015-07-02 16:48:00,SEA00450,511.933,E Pine St & 16th Ave,2nd Ave & Spring St,CH-07,CBD-06,Member,Male,1970.0,2015,7,Summer,3,3,Thursday,Weekday,Thursday,Weekday,16,16,Work,Work,45.0
64700,2015-04-26 17:34:00,2015-04-26 17:46:00,SEA00270,703.608,Cal Anderson Park / 11th Ave & Pine St,Occidental Park / Occidental Ave S & S Washington St,CH-08,PS-04,Member,Female,1991.0,2015,4,Spring,6,6,Sunday,Weekend,Sunday,Weekend,17,17,Work,Work,24.0
162655,2015-10-29 13:37:00,2015-10-29 13:52:00,SEA00177,898.257,Westlake Ave & 6th Ave,Lake Union Park / Valley St & Boren Ave N,SLU-15,SLU-17,Member,Female,1953.0,2015,10,Fall,3,3,Thursday,Weekday,Thursday,Weekday,13,13,Work,Work,62.0
5527,2014-10-24 13:07:00,2014-10-24 13:20:00,SEA00162,783.389,Frye Art Museum / Terry Ave & Columbia St,City Hall / 4th Ave & James St,FH-01,CBD-07,Member,Female,1951.0,2014,10,Fall,4,4,Friday,Weekday,Friday,Weekday,13,13,Work,Work,63.0
205439,2016-05-03 16:35:00,2016-05-03 16:39:00,SEA00268,191.184,15th Ave E & E Thomas St,Cal Anderson Park / 11th Ave & Pine St,CH-05,CH-08,Member,Male,1991.0,2016,5,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,16,16,Work,Work,25.0
79292,2015-05-26 01:03:00,2015-05-26 01:20:00,SEA00224,1022.255,Harvard Ave & E Pine St,7th Ave & Union St,CH-09,CBD-03,Short-Term Pass Holder,,,2015,5,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,1,1,Morning,Morning,
20179,2014-12-09 12:05:00,2014-12-09 12:19:00,SEA00283,823.25,9th Ave N & Mercer St,King Street Station Plaza / 2nd Ave Extension S & S Jackson St,DPD-01,PS-05,Member,Male,1955.0,2014,12,Winter,1,1,Tuesday,Weekday,Tuesday,Weekday,12,12,Work,Work,59.0
94316,2015-06-20 17:03:00,2015-06-20 17:27:00,SEA00062,1425.272,Eastlake Ave E & E Allison St,Cal Anderson Park / 11th Ave & Pine St,EL-05,CH-08,Member,Female,1971.0,2015,6,Summer,5,5,Saturday,Weekend,Saturday,Weekend,17,17,Work,Work,44.0
198663,2016-04-13 14:46:00,2016-04-13 14:54:00,SEA00143,462.243,Union St & 4th Ave,REI / Yale Ave N & John St,CBD-04,SLU-01,Short-Term Pass Holder,,,2016,4,Spring,2,2,Wednesday,Weekday,Wednesday,Weekday,14,14,Work,Work,
44425,2015-03-07 17:37:00,2015-03-07 17:53:00,SEA00350,982.996,Lake Union Park / Valley St & Boren Ave N,Key Arena / 1st Ave N & Harrison St,SLU-17,SLU-19,Short-Term Pass Holder,,,2015,3,Spring,5,5,Saturday,Weekend,Saturday,Weekend,17,17,Work,Work,
196216,2016-04-05 19:22:00,2016-04-05 19:27:00,SEA00259,295.947,Seattle University / E Columbia St & 12th Ave,Cal Anderson Park / 11th Ave & Pine St,FH-04,CH-08,Member,Male,1978.0,2016,4,Spring,1,1,Tuesday,Weekday,Tuesday,Weekday,19,19,Evening,Evening,38.0
116273,2015-07-25 19:16:00,2015-07-25 20:46:00,SEA00475,5399.877,Burke Museum / E Stevens Way NE & Memorial Way NE,E Harrison St & Broadway Ave E,UW-02,CH-02,Short-Term Pass Holder,,,2015,7,Summer,5,5,Saturday,Weekend,Saturday,Weekend,19,20,Evening,Evening,
125397,2015-08-09 12:12:00,2015-08-09 12:29:00,SEA00217,967.734,Seattle Aquarium / Alaskan Way S & Elliott Bay Trail,3rd Ave & Broad St,WF-04,BT-01,Short-Term Pass Holder,,,2015,8,Summer,6,6,Sunday,Weekend,Sunday,Weekend,12,12,Work,Work,
88962,2015-06-11 23:30:00,2015-06-11 23:43:00,SEA00393,807.155,2nd Ave & Pine St,2nd Ave & Pine St,CBD-13,CBD-13,Short-Term Pass Holder,,,2015,6,Summer,3,3,Thursday,Weekday,Thursday,Weekday,23,23,Night,Night,
130117,2015-08-17 09:13:00,2015-08-17 10:55:00,SEA00493,6165.347,Pier 69 / Alaskan Way & Clay St,Pier 69 / Alaskan Way & Clay St,WF-01,WF-01,Short-Term Pass Holder,,,2015,8,Summer,0,0,Monday,Weekday,Monday,Weekday,9,10,Work,Work,
83563,2015-06-02 13:52:00,2015-06-02 14:02:00,SEA00132,619.506,Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St,9th Ave N & Mercer St,EL-01,DPD-01,Short-Term Pass Holder,,,2015,6,Summer,1,1,Tuesday,Weekday,Tuesday,Weekday,13,14,Work,Work,
81929,2015-05-30 12:12:00,2015-05-30 12:24:00,SEA00328,724.133,Westlake Ave & 6th Ave,2nd Ave & Blanchard St,SLU-15,BT-05,Short-Term Pass Holder,,,2015,5,Spring,5,5,Saturday,Weekend,Saturday,Weekend,12,12,Work,Work,
114722,2015-07-23 10:51:00,2015-07-23 11:04:00,SEA00173,772.928,REI / Yale Ave N & John St,3rd Ave & Broad St,SLU-01,BT-01,Short-Term Pass Holder,,,2015,7,Summer,3,3,Thursday,Weekday,Thursday,Weekday,10,11,Work,Work,
